order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD108932,2025-01-28T22:49:00,Hyderabad,R0300,Continental,334,33,0
ORD142946,2025-01-28T22:51:00,Pune,R0051,North Indian,414,28,0
ORD100402,2025-01-28T22:52:00,Bangalore,R0291,Continental,491,31,0
ORD104336,2025-01-28T22:55:00,Mumbai,R0159,Fast Food,244,49,0
ORD104378,2025-01-28T22:59:00,Delhi,R0436,Italian,429,38,0
ORD132968,2025-01-28T22:59:00,Chennai,R0691,Biryani,493,19,0
ORD105819,2025-01-28T23:03:00,Hyderabad,R0729,Italian,481,42,0
ORD127328,2025-01-28T23:03:00,Mumbai,R0182,Fast Food,90,58,0
ORD144498,2025-01-28T23:13:00,Mumbai,R0080,South Indian,262,44,0
ORD138255,2025-01-28T23:15:00,Bangalore,R0349,Fast Food,462,46,0
ORD123625,2025-01-28T23:22:00,Mumbai,R0132,Italian,255,29,0
ORD107046,2025-01-28T23:26:00,Bangalore,R0624,Fast Food,119,30,0
ORD144475,2025-01-28T23:34:00,Hyderabad,R0517,Desserts,80,51,0
ORD129711,2025-01-28T23:34:00,Hyderabad,R0546,Continental,945,38,0
ORD114741,2025-01-28T23:38:00,Hyderabad,R0579,Chinese,216,20,0
ORD143355,2025-01-28T23:44:00,Kolkata,R0166,Chinese,492,26,0
ORD133179,2025-01-28T23:47:00,Mumbai,R0569,Continental,589,29,0
ORD113765,2025-01-29T00:33:00,Bangalore,R0010,Italian,675,24,0
ORD112871,2025-01-29T00:42:00,Chennai,R0500,Desserts,212,40,0
ORD104812,2025-01-29T00:52:00,Bangalore,R0294,Fast Food,142,26,0
ORD147085,2025-01-29T00:54:00,Hyderabad,R0695,Beverages,173,27,0
ORD134543,2025-01-29T00:55:00,Mumbai,R0562,North Indian,153,15,0
ORD109530,2025-01-29T00:59:00,Hyderabad,R0595,Italian,546,23,0
ORD111182,2025-01-29T01:54:00,Hyderabad,R0210,South Indian,167,21,0
ORD139569,2025-01-29T02:00:00,Delhi,R0561,North Indian,343,65,0
ORD135076,2025-01-29T02:25:00,Mumbai,R0207,North Indian,199,44,0
ORD110621,2025-01-29T02:59:00,Hyderabad,R0780,Italian,575,30,0
ORD131456,2025-01-29T03:01:00,Mumbai,R0745,Continental,487,15,0
ORD130903,2025-01-29T03:09:00,Bangalore,R0175,Fast Food,192,28,0
ORD103646,2025-01-29T03:14:00,Pune,R0573,Desserts,140,23,0
ORD111680,2025-01-29T03:34:00,Bangalore,R0513,Italian,585,15,0
ORD122647,2025-01-29T03:42:00,Hyderabad,R0054,South Indian,242,26,0
ORD120934,2025-01-29T03:46:00,Delhi,R0233,Biryani,89,20,0
ORD103967,2025-01-29T03:53:00,Bangalore,R0145,South Indian,205,45,0
ORD120799,2025-01-29T04:00:00,Hyderabad,R0750,Continental,933,15,0
ORD113305,2025-01-29T04:00:00,Delhi,R0543,Beverages,189,44,0
ORD144575,2025-01-29T04:05:00,Bangalore,R0268,Italian,404,27,0
ORD145023,2025-01-29T04:07:00,Pune,R0147,Biryani,315,42,0
ORD114372,2025-01-29T04:16:00,Hyderabad,R0161,Fast Food,325,47,0
ORD146719,2025-01-29T04:38:00,Mumbai,R0669,Italian,710,16,0
ORD138022,2025-01-29T04:52:00,Bangalore,R0684,Biryani,250,19,0
ORD141814,2025-01-29T04:54:00,Delhi,R0120,Italian,394,36,0
ORD100220,2025-01-29T04:59:00,Bangalore,R0141,Biryani,408,34,0
ORD112376,2025-01-29T05:18:00,Delhi,R0461,Fast Food,260,35,0
ORD129290,2025-01-29T05:24:00,Pune,R0177,Chinese,402,31,0
ORD125390,2025-01-29T05:36:00,Hyderabad,R0489,Italian,583,51,0
ORD143086,2025-01-29T05:43:00,Chennai,R0479,Chinese,155,47,0
ORD149104,2025-01-29T05:43:00,Delhi,R0627,Fast Food,228,32,0
ORD134494,2025-01-29T05:48:00,Delhi,R0771,Continental,593,22,0
ORD129330,2025-01-29T05:49:00,Mumbai,R0523,Continental,536,23,0
ORD116589,2025-01-29T06:17:00,Mumbai,R0293,Biryani,481,54,0
ORD103105,2025-01-29T06:27:00,Mumbai,R0576,North Indian,510,36,0
ORD133716,2025-01-29T06:41:00,Hyderabad,R0318,Fast Food,274,23,0
ORD108227,2025-01-29T06:53:00,Kolkata,R0317,Fast Food,233,39,0
ORD101162,2025-01-29T06:58:00,Delhi,R0402,Desserts,179,43,0
ORD124805,2025-01-29T07:00:00,Mumbai,R0688,North Indian,376,27,0
ORD128268,2025-01-29T07:01:00,Chennai,R0284,Continental,570,47,0
ORD139562,2025-01-29T07:06:00,Chennai,R0353,North Indian,262,39,0
ORD111658,2025-01-29T07:18:00,Mumbai,R0211,Biryani,398,30,0
ORD110334,2025-01-29T07:21:00,Bangalore,R0637,Desserts,93,20,0
ORD113137,2025-01-29T07:24:00,Pune,R0251,Beverages,89,17,0
ORD126496,2025-01-29T07:25:00,Mumbai,R0440,South Indian,147,39,1
ORD144516,2025-01-29T07:27:00,Mumbai,R0408,Fast Food,324,29,0
ORD104409,2025-01-29T07:28:00,Mumbai,R0021,North Indian,444,38,0
ORD112504,2025-01-29T07:30:00,Delhi,R0303,Italian,410,26,0
ORD129755,2025-01-29T07:35:00,Delhi,R0035,Italian,726,45,0
ORD134432,2025-01-29T07:41:00,Mumbai,R0612,Chinese,231,44,0
ORD122197,2025-01-29T07:45:00,Delhi,R0032,Continental,742,22,0
ORD103779,2025-01-29T07:53:00,Chennai,R0358,South Indian,153,32,1
ORD129961,2025-01-29T08:00:00,Mumbai,R0016,South Indian,120,30,0
ORD101298,2025-01-29T08:00:00,Delhi,R0304,Desserts,141,37,0
ORD114479,2025-01-29T08:05:00,Kolkata,R0478,Italian,385,29,0
ORD129705,2025-01-29T08:05:00,Pune,R0509,Desserts,138,43,0
ORD119624,2025-01-29T08:10:00,Mumbai,R0553,Italian,231,30,0
ORD101401,2025-01-29T08:18:00,Mumbai,R0087,Biryani,404,22,0
ORD148106,2025-01-29T08:18:00,Pune,R0522,Biryani,501,42,0
ORD144676,2025-01-29T08:24:00,Bangalore,R0066,Chinese,337,15,0
ORD130446,2025-01-29T08:25:00,Chennai,R0642,Biryani,554,33,0
ORD143906,2025-01-29T08:26:00,Chennai,R0736,Chinese,471,23,0
ORD105376,2025-01-29T08:27:00,Delhi,R0170,Biryani,80,21,0
ORD114967,2025-01-29T08:27:00,Delhi,R0535,North Indian,321,39,0
ORD109232,2025-01-29T08:42:00,Bangalore,R0798,South Indian,331,31,0
ORD133012,2025-01-29T08:47:00,Chennai,R0259,Biryani,362,34,0
ORD140050,2025-01-29T08:50:00,Bangalore,R0220,South Indian,119,32,0
ORD119053,2025-01-29T08:52:00,Delhi,R0734,Italian,183,18,0
ORD123798,2025-01-29T08:52:00,Chennai,R0132,Continental,717,37,0
ORD134117,2025-01-29T08:54:00,Hyderabad,R0043,Chinese,404,45,0
ORD144793,2025-01-29T08:56:00,Bangalore,R0785,Continental,767,27,0
ORD141058,2025-01-29T09:05:00,Delhi,R0570,Chinese,470,31,0
ORD135283,2025-01-29T09:06:00,Pune,R0162,Fast Food,168,45,0
ORD114619,2025-01-29T09:09:00,Delhi,R0615,Italian,703,39,0
ORD105573,2025-01-29T09:12:00,Kolkata,R0677,Biryani,272,39,0
ORD138335,2025-01-29T09:13:00,Mumbai,R0746,Desserts,156,16,0
ORD131160,2025-01-29T09:14:00,Pune,R0105,Fast Food,512,27,0
ORD146744,2025-01-29T09:17:00,Mumbai,R0759,Continental,738,24,0
ORD114654,2025-01-29T09:20:00,Bangalore,R0121,Italian,580,22,0
ORD138560,2025-01-29T09:21:00,Bangalore,R0267,Beverages,207,48,0
ORD125846,2025-01-29T09:34:00,Delhi,R0446,Desserts,201,24,0
ORD148147,2025-01-29T09:39:00,Mumbai,R0757,Biryani,428,37,0
ORD125431,2025-01-29T09:39:00,Chennai,R0411,Beverages,177,24,0
ORD114425,2025-01-29T09:44:00,Chennai,R0080,South Indian,206,28,0
ORD118676,2025-01-29T09:45:00,Kolkata,R0415,Fast Food,345,43,0
ORD104050,2025-01-29T09:46:00,Mumbai,R0262,North Indian,80,26,0
ORD139667,2025-01-29T09:47:00,Pune,R0425,Beverages,179,35,0
ORD136460,2025-01-29T09:48:00,Bangalore,R0292,North Indian,572,25,0
ORD100763,2025-01-29T09:57:00,Mumbai,R0392,Chinese,531,53,0
ORD144709,2025-01-29T09:59:00,Mumbai,R0143,Beverages,277,46,0
ORD122660,2025-01-29T10:01:00,Mumbai,R0418,Italian,342,46,0
ORD122066,2025-01-29T10:07:00,Bangalore,R0588,Fast Food,210,34,0
ORD111017,2025-01-29T10:07:00,Kolkata,R0333,Italian,788,36,0
ORD135084,2025-01-29T10:09:00,Mumbai,R0410,Desserts,84,30,0
ORD110162,2025-01-29T10:10:00,Mumbai,R0649,Continental,479,41,0
ORD112619,2025-01-29T10:11:00,Mumbai,R0356,Beverages,152,54,0
ORD105720,2025-01-29T10:14:00,Mumbai,R0776,Desserts,178,26,0
ORD106673,2025-01-29T10:21:00,Bangalore,R0505,North Indian,378,28,0
ORD149553,2025-01-29T10:22:00,Pune,R0463,Chinese,445,57,1
ORD134310,2025-01-29T10:22:00,Delhi,R0046,Continental,443,28,0
ORD129216,2025-01-29T10:22:00,Mumbai,R0215,South Indian,211,33,0
ORD110342,2025-01-29T10:38:00,Mumbai,R0102,Fast Food,316,16,0
ORD117891,2025-01-29T10:38:00,Chennai,R0031,Chinese,366,35,0
ORD132886,2025-01-29T10:41:00,Hyderabad,R0180,Fast Food,250,51,0
ORD123648,2025-01-29T10:44:00,Pune,R0401,Italian,526,15,0
ORD106915,2025-01-29T10:48:00,Bangalore,R0183,Biryani,422,38,0
ORD146106,2025-01-29T10:57:00,Bangalore,R0796,Fast Food,519,41,0
ORD118155,2025-01-29T11:00:00,Delhi,R0147,Continental,458,39,0
ORD142164,2025-01-29T11:01:00,Bangalore,R0580,Biryani,536,32,0
ORD105911,2025-01-29T11:04:00,Pune,R0684,Continental,726,49,0
ORD144260,2025-01-29T11:07:00,Pune,R0689,Desserts,178,23,0
ORD104754,2025-01-29T11:08:00,Bangalore,R0362,Italian,446,44,0
ORD141211,2025-01-29T11:08:00,Chennai,R0095,Beverages,80,42,0
ORD121904,2025-01-29T11:13:00,Chennai,R0206,Fast Food,224,37,0
ORD108362,2025-01-29T11:14:00,Delhi,R0604,Desserts,221,34,0
ORD118443,2025-01-29T11:15:00,Delhi,R0542,Fast Food,371,27,0
ORD137324,2025-01-29T11:17:00,Pune,R0687,Fast Food,139,31,0
ORD124758,2025-01-29T11:18:00,Hyderabad,R0012,Continental,1085,51,0
ORD143613,2025-01-29T11:22:00,Delhi,R0212,Fast Food,315,31,0
ORD139696,2025-01-29T11:22:00,Pune,R0771,Chinese,306,52,0
ORD147257,2025-01-29T11:24:00,Bangalore,R0317,Chinese,151,23,0
ORD109855,2025-01-29T11:25:00,Bangalore,R0126,Biryani,271,58,0
ORD107191,2025-01-29T11:27:00,Delhi,R0350,North Indian,601,41,0
ORD110006,2025-01-29T11:27:00,Delhi,R0710,Fast Food,198,22,0
ORD146943,2025-01-29T11:28:00,Mumbai,R0501,Biryani,377,33,0
ORD130803,2025-01-29T11:52:00,Delhi,R0188,Italian,578,15,0
ORD124357,2025-01-29T11:58:00,Mumbai,R0191,Fast Food,164,39,0
ORD104316,2025-01-29T11:59:00,Delhi,R0595,Continental,887,48,0
ORD108690,2025-01-29T12:00:00,Delhi,R0668,Desserts,373,17,0
ORD138352,2025-01-29T12:01:00,Bangalore,R0333,Chinese,218,26,1
ORD115169,2025-01-29T12:02:00,Hyderabad,R0363,Desserts,242,62,0
ORD123204,2025-01-29T12:02:00,Bangalore,R0485,Desserts,169,38,0
ORD138915,2025-01-29T12:02:00,Hyderabad,R0371,North Indian,242,29,0
ORD121465,2025-01-29T12:03:00,Delhi,R0046,Italian,415,25,0
ORD122453,2025-01-29T12:05:00,Hyderabad,R0588,North Indian,533,27,0
ORD141603,2025-01-29T12:05:00,Delhi,R0250,Beverages,159,69,0
ORD118336,2025-01-29T12:06:00,Mumbai,R0374,Biryani,380,52,1
ORD137938,2025-01-29T12:08:00,Kolkata,R0214,Italian,369,57,0
ORD109076,2025-01-29T12:09:00,Chennai,R0306,South Indian,157,36,0
ORD148092,2025-01-29T12:09:00,Mumbai,R0613,Continental,640,47,0
ORD143051,2025-01-29T12:10:00,Mumbai,R0347,South Indian,80,19,1
ORD146561,2025-01-29T12:12:00,Delhi,R0207,Italian,745,36,1
ORD101924,2025-01-29T12:14:00,Delhi,R0250,Italian,492,21,1
ORD102841,2025-01-29T12:16:00,Pune,R0618,Continental,375,38,0
ORD100389,2025-01-29T12:17:00,Mumbai,R0580,Continental,564,47,0
ORD132283,2025-01-29T12:17:00,Delhi,R0627,Beverages,92,33,0
ORD116100,2025-01-29T12:19:00,Bangalore,R0556,North Indian,122,46,0
ORD105600,2025-01-29T12:20:00,Hyderabad,R0439,Chinese,421,32,0
ORD145211,2025-01-29T12:20:00,Kolkata,R0147,North Indian,199,30,0
ORD114303,2025-01-29T12:23:00,Bangalore,R0467,Biryani,488,50,0
ORD110707,2025-01-29T12:25:00,Bangalore,R0511,Beverages,99,33,0
ORD125560,2025-01-29T12:25:00,Chennai,R0241,Italian,591,40,1
ORD133027,2025-01-29T12:26:00,Bangalore,R0016,Continental,512,48,1
ORD135314,2025-01-29T12:26:00,Bangalore,R0706,Beverages,199,36,0
ORD124241,2025-01-29T12:26:00,Chennai,R0221,North Indian,483,74,1
ORD139554,2025-01-29T12:27:00,Kolkata,R0690,Italian,493,28,1
ORD143446,2025-01-29T12:29:00,Delhi,R0469,Italian,654,28,0
ORD148544,2025-01-29T12:31:00,Bangalore,R0585,Chinese,409,24,0
ORD125574,2025-01-29T12:32:00,Bangalore,R0127,North Indian,306,42,0
ORD119958,2025-01-29T12:36:00,Hyderabad,R0663,North Indian,287,30,0
ORD115282,2025-01-29T12:36:00,Delhi,R0513,North Indian,548,42,0
ORD124727,2025-01-29T12:37:00,Pune,R0261,South Indian,153,45,1
ORD141474,2025-01-29T12:38:00,Kolkata,R0683,Beverages,80,24,0
ORD112386,2025-01-29T12:38:00,Hyderabad,R0579,Biryani,361,36,1
ORD104161,2025-01-29T12:41:00,Chennai,R0655,Desserts,293,61,0
ORD114443,2025-01-29T12:45:00,Bangalore,R0301,Chinese,200,20,0
ORD136491,2025-01-29T12:45:00,Mumbai,R0155,North Indian,574,32,1
ORD104117,2025-01-29T12:45:00,Pune,R0065,Fast Food,342,58,0
ORD146358,2025-01-29T12:46:00,Delhi,R0549,Chinese,253,73,1
ORD146869,2025-01-29T12:51:00,Delhi,R0128,Continental,617,62,1
ORD100341,2025-01-29T12:52:00,Chennai,R0387,North Indian,310,42,0
ORD115364,2025-01-29T12:52:00,Mumbai,R0036,Desserts,80,38,1
ORD118228,2025-01-29T12:52:00,Hyderabad,R0647,Fast Food,392,42,0
ORD127584,2025-01-29T12:54:00,Delhi,R0796,South Indian,220,48,0
ORD137971,2025-01-29T12:55:00,Mumbai,R0244,Biryani,277,35,0
ORD124485,2025-01-29T12:56:00,Pune,R0719,Italian,371,39,1
ORD118412,2025-01-29T12:59:00,Bangalore,R0352,Fast Food,361,34,1
ORD117872,2025-01-29T13:00:00,Bangalore,R0538,Desserts,225,23,0
ORD101701,2025-01-29T13:00:00,Kolkata,R0437,Continental,619,42,0
ORD125033,2025-01-29T13:02:00,Delhi,R0302,Chinese,410,27,0
ORD131138,2025-01-29T13:02:00,Bangalore,R0790,Biryani,318,66,0
ORD124079,2025-01-29T13:02:00,Kolkata,R0449,South Indian,224,57,0
ORD119079,2025-01-29T13:03:00,Chennai,R0587,Beverages,134,56,0
ORD119117,2025-01-29T13:04:00,Delhi,R0299,Beverages,177,55,1
ORD101332,2025-01-29T13:06:00,Pune,R0314,South Indian,255,23,0
ORD108999,2025-01-29T13:08:00,Mumbai,R0734,Beverages,95,49,0
ORD126577,2025-01-29T13:08:00,Bangalore,R0412,Continental,678,62,0
ORD141273,2025-01-29T13:10:00,Mumbai,R0524,Fast Food,214,42,0
ORD128829,2025-01-29T13:10:00,Bangalore,R0782,Chinese,460,52,0
ORD108565,2025-01-29T13:11:00,Kolkata,R0268,Chinese,270,70,0
ORD136718,2025-01-29T13:11:00,Mumbai,R0432,Fast Food,223,63,0
ORD140697,2025-01-29T13:13:00,Bangalore,R0610,North Indian,605,35,0
ORD121755,2025-01-29T13:14:00,Kolkata,R0589,Italian,579,55,0
ORD125293,2025-01-29T13:18:00,Delhi,R0177,Beverages,146,40,0
ORD133977,2025-01-29T13:18:00,Delhi,R0027,Italian,489,46,0
ORD108716,2025-01-29T13:18:00,Bangalore,R0425,Continental,969,46,0
ORD107421,2025-01-29T13:20:00,Mumbai,R0628,Beverages,237,54,0
ORD110451,2025-01-29T13:24:00,Chennai,R0681,Desserts,240,27,0
ORD138311,2025-01-29T13:24:00,Pune,R0089,Biryani,174,47,0
ORD104826,2025-01-29T13:26:00,Chennai,R0689,Biryani,384,65,1
ORD106976,2025-01-29T13:28:00,Bangalore,R0260,Fast Food,405,58,0
ORD148429,2025-01-29T13:29:00,Delhi,R0078,Beverages,162,18,0
ORD137557,2025-01-29T13:30:00,Delhi,R0590,Chinese,193,42,0
ORD114050,2025-01-29T13:32:00,Bangalore,R0229,Fast Food,246,37,0
ORD118932,2025-01-29T13:32:00,Delhi,R0246,Continental,266,50,0
ORD115127,2025-01-29T13:33:00,Bangalore,R0592,South Indian,147,51,1
ORD104490,2025-01-29T13:35:00,Delhi,R0156,Desserts,160,63,0
ORD141366,2025-01-29T13:35:00,Delhi,R0032,Italian,232,46,0
ORD108974,2025-01-29T13:36:00,Pune,R0505,Chinese,241,48,0
ORD100185,2025-01-29T13:38:00,Bangalore,R0786,Italian,524,49,0
ORD141130,2025-01-29T13:38:00,Hyderabad,R0430,Desserts,290,34,1
ORD132445,2025-01-29T13:38:00,Hyderabad,R0098,South Indian,190,55,1
ORD131849,2025-01-29T13:40:00,Hyderabad,R0371,Beverages,185,34,1
ORD102117,2025-01-29T13:43:00,Hyderabad,R0718,Desserts,81,27,0
ORD144121,2025-01-29T13:45:00,Delhi,R0741,South Indian,80,56,0
ORD125255,2025-01-29T13:46:00,Hyderabad,R0090,Italian,449,53,0
ORD123691,2025-01-29T13:47:00,Mumbai,R0262,Fast Food,202,47,0
ORD145676,2025-01-29T13:47:00,Mumbai,R0162,Desserts,234,52,0
ORD144585,2025-01-29T13:47:00,Bangalore,R0248,North Indian,388,45,0
ORD125895,2025-01-29T13:48:00,Mumbai,R0275,North Indian,278,69,0
ORD113510,2025-01-29T13:50:00,Hyderabad,R0394,North Indian,357,41,0
ORD115671,2025-01-29T13:51:00,Delhi,R0429,South Indian,312,51,0
ORD129929,2025-01-29T13:52:00,Delhi,R0650,Continental,617,34,0
ORD117978,2025-01-29T13:56:00,Hyderabad,R0364,Biryani,513,53,1
ORD142339,2025-01-29T13:57:00,Mumbai,R0777,Fast Food,101,43,1
ORD141047,2025-01-29T13:58:00,Mumbai,R0517,Continental,787,39,0
ORD119882,2025-01-29T14:01:00,Hyderabad,R0703,South Indian,222,48,0
ORD105557,2025-01-29T14:01:00,Bangalore,R0793,Desserts,172,40,0
ORD137559,2025-01-29T14:03:00,Chennai,R0200,North Indian,396,32,0
ORD145321,2025-01-29T14:06:00,Hyderabad,R0078,Beverages,267,35,0
ORD142120,2025-01-29T14:07:00,Mumbai,R0441,North Indian,239,59,0
ORD102196,2025-01-29T14:10:00,Kolkata,R0686,Desserts,200,28,0
ORD148109,2025-01-29T14:11:00,Chennai,R0521,Biryani,597,51,0
ORD136087,2025-01-29T14:12:00,Hyderabad,R0443,Continental,403,34,0
ORD104072,2025-01-29T14:15:00,Mumbai,R0765,Beverages,220,34,0
ORD128864,2025-01-29T14:15:00,Pune,R0739,Chinese,411,45,0
ORD103316,2025-01-29T14:15:00,Bangalore,R0584,Beverages,137,25,0
ORD104057,2025-01-29T14:17:00,Pune,R0487,Biryani,248,33,0
ORD133664,2025-01-29T14:19:00,Delhi,R0137,South Indian,258,16,0
ORD113233,2025-01-29T14:28:00,Pune,R0059,Chinese,353,24,0
ORD127124,2025-01-29T14:29:00,Bangalore,R0091,Desserts,305,36,0
ORD128243,2025-01-29T14:29:00,Kolkata,R0630,Desserts,107,26,0
ORD133694,2025-01-29T14:31:00,Mumbai,R0653,Continental,946,28,0
ORD139672,2025-01-29T14:37:00,Hyderabad,R0339,Chinese,484,41,0
ORD133053,2025-01-29T14:44:00,Bangalore,R0351,Fast Food,177,18,0
ORD106166,2025-01-29T14:44:00,Bangalore,R0710,South Indian,258,43,0
ORD140660,2025-01-29T14:47:00,Delhi,R0757,Continental,407,54,0
ORD121732,2025-01-29T14:49:00,Mumbai,R0374,South Indian,194,32,0
ORD148368,2025-01-29T14:49:00,Mumbai,R0748,North Indian,180,28,0
ORD139368,2025-01-29T14:49:00,Bangalore,R0749,Biryani,391,35,0
ORD109656,2025-01-29T14:51:00,Bangalore,R0039,Chinese,151,34,0
ORD115012,2025-01-29T14:57:00,Pune,R0327,South Indian,304,37,0
ORD122192,2025-01-29T15:05:00,Delhi,R0483,Continental,347,38,0
ORD116214,2025-01-29T15:09:00,Delhi,R0454,Chinese,270,31,0
ORD142272,2025-01-29T15:11:00,Hyderabad,R0043,South Indian,131,36,1
ORD128373,2025-01-29T15:13:00,Bangalore,R0509,Desserts,141,45,0
ORD123708,2025-01-29T15:14:00,Hyderabad,R0623,Continental,690,25,0
ORD101468,2025-01-29T15:17:00,Chennai,R0425,Continental,457,32,0
ORD148111,2025-01-29T15:19:00,Bangalore,R0570,Fast Food,184,35,0
ORD115087,2025-01-29T15:24:00,Chennai,R0153,North Indian,388,29,0
ORD128915,2025-01-29T15:25:00,Bangalore,R0108,Italian,531,49,0
ORD101299,2025-01-29T15:29:00,Bangalore,R0682,Continental,823,29,0
ORD146450,2025-01-29T15:29:00,Bangalore,R0008,North Indian,390,36,1
ORD110912,2025-01-29T15:35:00,Kolkata,R0177,Continental,843,51,0
ORD118737,2025-01-29T15:35:00,Mumbai,R0212,Beverages,90,59,0
ORD123039,2025-01-29T15:37:00,Pune,R0478,South Indian,131,15,0
ORD122375,2025-01-29T15:37:00,Pune,R0623,Chinese,319,33,0
ORD141685,2025-01-29T15:41:00,Delhi,R0521,South Indian,118,42,0
ORD128760,2025-01-29T15:47:00,Mumbai,R0033,Biryani,475,39,0
ORD124540,2025-01-29T15:49:00,Mumbai,R0745,North Indian,80,15,0
ORD111266,2025-01-29T15:55:00,Chennai,R0663,South Indian,135,64,1
ORD118281,2025-01-29T15:58:00,Chennai,R0109,Beverages,197,34,0
ORD133349,2025-01-29T16:07:00,Mumbai,R0701,North Indian,396,28,0
ORD123943,2025-01-29T16:08:00,Mumbai,R0296,South Indian,281,50,0
ORD137387,2025-01-29T16:11:00,Bangalore,R0586,Italian,741,49,0
ORD146101,2025-01-29T16:13:00,Hyderabad,R0172,Fast Food,302,37,0
ORD128673,2025-01-29T16:20:00,Hyderabad,R0222,Desserts,80,25,0
ORD119604,2025-01-29T16:23:00,Delhi,R0762,Chinese,327,28,0
ORD125370,2025-01-29T16:27:00,Delhi,R0273,Beverages,128,15,0
ORD149970,2025-01-29T16:33:00,Kolkata,R0165,Chinese,418,41,0
ORD107078,2025-01-29T16:41:00,Pune,R0315,Italian,873,43,0
ORD135703,2025-01-29T16:52:00,Chennai,R0664,Chinese,263,50,0
ORD142230,2025-01-29T16:52:00,Hyderabad,R0594,Chinese,190,44,0
ORD111931,2025-01-29T16:53:00,Hyderabad,R0227,South Indian,210,39,0
ORD115992,2025-01-29T16:56:00,Hyderabad,R0170,Biryani,167,56,0
ORD133328,2025-01-29T16:59:00,Hyderabad,R0601,Chinese,292,23,0
ORD104852,2025-01-29T16:59:00,Bangalore,R0587,Desserts,214,25,0
ORD138827,2025-01-29T17:03:00,Bangalore,R0795,Chinese,328,32,1
ORD143750,2025-01-29T17:09:00,Hyderabad,R0507,Fast Food,220,24,0
ORD107308,2025-01-29T17:11:00,Hyderabad,R0392,Continental,453,53,0
ORD132781,2025-01-29T17:14:00,Mumbai,R0554,North Indian,164,45,0
ORD149591,2025-01-29T17:14:00,Bangalore,R0133,South Indian,320,24,0
ORD124411,2025-01-29T17:16:00,Pune,R0553,Desserts,162,33,0
ORD102843,2025-01-29T17:17:00,Chennai,R0778,Continental,834,29,1
ORD100980,2025-01-29T17:18:00,Kolkata,R0072,Fast Food,245,38,0
ORD118769,2025-01-29T17:32:00,Bangalore,R0284,Biryani,455,39,0
ORD124652,2025-01-29T17:34:00,Kolkata,R0131,Biryani,224,38,0
ORD132385,2025-01-29T17:35:00,Delhi,R0373,Desserts,160,25,0
ORD123985,2025-01-29T17:39:00,Hyderabad,R0495,Desserts,108,17,0
ORD134616,2025-01-29T17:46:00,Chennai,R0222,Chinese,545,28,0
ORD134264,2025-01-29T17:48:00,Hyderabad,R0377,North Indian,462,22,0
ORD106468,2025-01-29T17:49:00,Hyderabad,R0370,Biryani,481,43,0
ORD134537,2025-01-29T17:54:00,Kolkata,R0108,Continental,689,53,0
ORD149255,2025-01-29T17:55:00,Kolkata,R0064,Desserts,163,28,0
ORD122208,2025-01-29T17:55:00,Mumbai,R0143,Italian,695,23,0
ORD136217,2025-01-29T18:00:00,Chennai,R0708,Chinese,294,33,0
ORD142751,2025-01-29T18:00:00,Mumbai,R0718,Desserts,208,15,0
ORD120147,2025-01-29T18:01:00,Bangalore,R0777,Fast Food,200,29,0
ORD147376,2025-01-29T18:02:00,Delhi,R0562,Beverages,151,31,0
ORD119159,2025-01-29T18:06:00,Bangalore,R0670,Biryani,363,37,0
ORD100473,2025-01-29T18:06:00,Kolkata,R0080,Chinese,149,26,0
ORD121692,2025-01-29T18:07:00,Chennai,R0007,North Indian,402,23,0
ORD128232,2025-01-29T18:07:00,Pune,R0646,Continental,461,58,1
ORD120431,2025-01-29T18:07:00,Pune,R0655,Chinese,280,50,0
ORD145860,2025-01-29T18:11:00,Bangalore,R0342,Biryani,381,22,0
ORD115514,2025-01-29T18:12:00,Bangalore,R0446,Beverages,301,34,0
ORD100658,2025-01-29T18:12:00,Delhi,R0268,Fast Food,156,31,0
ORD115728,2025-01-29T18:13:00,Mumbai,R0203,South Indian,164,30,0
ORD100608,2025-01-29T18:16:00,Bangalore,R0581,Chinese,244,38,0
ORD120461,2025-01-29T18:23:00,Hyderabad,R0274,Chinese,444,49,0
ORD148963,2025-01-29T18:25:00,Delhi,R0202,Desserts,174,35,0
ORD102100,2025-01-29T18:29:00,Bangalore,R0517,Italian,564,21,0
ORD145300,2025-01-29T18:30:00,Bangalore,R0749,North Indian,549,64,0
ORD107611,2025-01-29T18:31:00,Delhi,R0294,North Indian,291,21,0
ORD107369,2025-01-29T18:31:00,Delhi,R0452,Chinese,183,24,0
ORD110397,2025-01-29T18:31:00,Pune,R0512,Chinese,397,25,0
ORD108639,2025-01-29T18:34:00,Bangalore,R0767,Fast Food,377,32,0
ORD135726,2025-01-29T18:35:00,Hyderabad,R0513,Biryani,686,48,0
ORD141233,2025-01-29T18:36:00,Mumbai,R0280,Fast Food,292,21,0
ORD107579,2025-01-29T18:36:00,Pune,R0665,South Indian,138,39,1
ORD119857,2025-01-29T18:37:00,Chennai,R0125,Fast Food,289,31,0
ORD142658,2025-01-29T18:42:00,Mumbai,R0002,Italian,674,22,0
ORD140328,2025-01-29T18:45:00,Mumbai,R0419,Continental,524,36,0
ORD115610,2025-01-29T18:46:00,Mumbai,R0342,Chinese,396,34,0
ORD112767,2025-01-29T18:46:00,Mumbai,R0763,Continental,641,38,0
ORD119416,2025-01-29T18:46:00,Pune,R0586,Desserts,256,17,0
